shift_id,work_date,department,labor_hours,scheduled_staff
1335,2025-08-11,Housekeeping,71.44,9
1336,2025-08-11,Maintenance,33.43,4
1337,2025-08-11,Sales,33.77,4
1338,2025-08-11,Admin,30.94,4
1339,2025-08-12,Rooms,68.3,9
1340,2025-08-12,Food & Beverage,81.54,10
1341,2025-08-12,Housekeeping,77.23,10
1342,2025-08-12,Maintenance,28.99,4
1343,2025-08-12,Sales,33.52,4
1344,2025-08-12,Admin,29.71,4
1345,2025-08-13,Rooms,82.04,10
1346,2025-08-13,Food & Beverage,79.07,10
1347,2025-08-13,Housekeeping,87.08,11
1348,2025-08-13,Maintenance,33.54,4
1349,2025-08-13,Sales,37.12,5
1350,2025-08-13,Admin,32.86,4
1351,2025-08-14,Rooms,73.57,9
1352,2025-08-14,Food & Beverage,75.78,9
1353,2025-08-14,Housekeeping,97.34,12
1354,2025-08-14,Maintenance,35.9,4
1355,2025-08-14,Sales,36.4,5
1356,2025-08-14,Admin,30.56,4
1357,2025-08-15,Rooms,83.32,10
1358,2025-08-15,Food & Beverage,81.81,10
1359,2025-08-15,Housekeeping,82.55,10
1360,2025-08-15,Maintenance,35.46,4
1361,2025-08-15,Sales,34.13,4
1362,2025-08-15,Admin,31.42,4
1363,2025-08-16,Rooms,90.48,11
1364,2025-08-16,Food & Beverage,84.89,11
1365,2025-08-16,Housekeeping,71.71,9
1366,2025-08-16,Maintenance,28.5,4
1367,2025-08-16,Sales,36.9,5
1368,2025-08-16,Admin,36.02,5
1369,2025-08-17,Rooms,74.44,9
1370,2025-08-17,Food & Beverage,72.78,9
1371,2025-08-17,Housekeeping,86.74,11
1372,2025-08-17,Maintenance,37.22,5
1373,2025-08-17,Sales,31.47,4
1374,2025-08-17,Admin,30.55,4
1375,2025-08-18,Rooms,64.93,8
1376,2025-08-18,Food & Beverage,77.09,10
1377,2025-08-18,Housekeeping,96.75,12
1378,2025-08-18,Maintenance,33.21,4
1379,2025-08-18,Sales,31.0,4
1380,2025-08-18,Admin,29.89,4
1381,2025-08-19,Rooms,78.28,10
1382,2025-08-19,Food & Beverage,76.46,10
1383,2025-08-19,Housekeeping,85.41,11
1384,2025-08-19,Maintenance,31.35,4
1385,2025-08-19,Sales,35.57,4
1386,2025-08-19,Admin,33.54,4
1387,2025-08-20,Rooms,80.79,10
1388,2025-08-20,Food & Beverage,64.17,8
1389,2025-08-20,Housekeeping,102.46,13
1390,2025-08-20,Maintenance,32.41,4
1391,2025-08-20,Sales,34.1,4
1392,2025-08-20,Admin,31.91,4
1393,2025-08-21,Rooms,91.35,11
1394,2025-08-21,Food & Beverage,66.02,8
1395,2025-08-21,Housekeeping,85.87,11
1396,2025-08-21,Maintenance,25.09,3
1397,2025-08-21,Sales,33.76,4
1398,2025-08-21,Admin,35.14,4
1399,2025-08-22,Rooms,84.24,11
1400,2025-08-22,Food & Beverage,82.75,10
1401,2025-08-22,Housekeeping,83.02,10
1402,2025-08-22,Maintenance,29.91,4
1403,2025-08-22,Sales,34.6,4
1404,2025-08-22,Admin,28.26,4
1405,2025-08-23,Rooms,81.34,10
1406,2025-08-23,Food & Beverage,87.55,11
1407,2025-08-23,Housekeeping,87.27,11
1408,2025-08-23,Maintenance,30.63,4
1409,2025-08-23,Sales,32.08,4
1410,2025-08-23,Admin,32.42,4
1411,2025-08-24,Rooms,71.58,9
1412,2025-08-24,Food & Beverage,79.01,10
1413,2025-08-24,Housekeeping,87.59,11
1414,2025-08-24,Maintenance,40.82,5
1415,2025-08-24,Sales,34.65,4
1416,2025-08-24,Admin,38.04,5
1417,2025-08-25,Rooms,97.96,12
1418,2025-08-25,Food & Beverage,79.36,10
1419,2025-08-25,Housekeeping,84.46,11
1420,2025-08-25,Maintenance,33.98,4
1421,2025-08-25,Sales,33.44,4
1422,2025-08-25,Admin,28.54,4
1423,2025-08-26,Rooms,85.91,11
1424,2025-08-26,Food & Beverage,85.86,11
1425,2025-08-26,Housekeeping,81.45,10
1426,2025-08-26,Maintenance,38.75,5
1427,2025-08-26,Sales,38.55,5
1428,2025-08-26,Admin,30.68,4
1429,2025-08-27,Rooms,85.0,11
1430,2025-08-27,Food & Beverage,88.24,11
1431,2025-08-27,Housekeeping,78.87,10
1432,2025-08-27,Maintenance,31.36,4
1433,2025-08-27,Sales,33.98,4
1434,2025-08-27,Admin,29.56,4
1435,2025-08-28,Rooms,81.69,10
1436,2025-08-28,Food & Beverage,82.71,10
1437,2025-08-28,Housekeeping,84.37,11
1438,2025-08-28,Maintenance,34.27,4
1439,2025-08-28,Sales,29.26,4
1440,2025-08-28,Admin,31.16,4
1441,2025-08-29,Rooms,82.4,10
1442,2025-08-29,Food & Beverage,73.99,9
1443,2025-08-29,Housekeeping,93.88,12
1444,2025-08-29,Maintenance,37.45,5
1445,2025-08-29,Sales,33.32,4
1446,2025-08-29,Admin,33.62,4
1447,2025-08-30,Rooms,80.19,10
1448,2025-08-30,Food & Beverage,93.84,12
1449,2025-08-30,Housekeeping,78.55,10
1450,2025-08-30,Maintenance,34.15,4
1451,2025-08-30,Sales,32.99,4
1452,2025-08-30,Admin,34.42,4
1453,2025-08-31,Rooms,77.42,10
1454,2025-08-31,Food & Beverage,79.34,10
1455,2025-08-31,Housekeeping,86.96,11
1456,2025-08-31,Maintenance,33.27,4
1457,2025-08-31,Sales,34.05,4
1458,2025-08-31,Admin,30.98,4
1459,2025-09-01,Rooms,63.74,8
1460,2025-09-01,Food & Beverage,63.05,8
1461,2025-09-01,Housekeeping,57.03,7
1462,2025-09-01,Maintenance,19.27,2
1463,2025-09-01,Sales,24.61,3
1464,2025-09-01,Admin,19.75,2
1465,2025-09-02,Rooms,50.52,6
1466,2025-09-02,Food & Beverage,52.18,7
1467,2025-09-02,Housekeeping,55.63,7
1468,2025-09-02,Maintenance,22.97,3
1469,2025-09-02,Sales,20.48,3
1470,2025-09-02,Admin,21.59,3
1471,2025-09-03,Rooms,39.59,5
1472,2025-09-03,Food & Beverage,57.62,7
1473,2025-09-03,Housekeeping,49.36,6
1474,2025-09-03,Maintenance,24.7,3
1475,2025-09-03,Sales,18.9,2
1476,2025-09-03,Admin,24.11,3
1477,2025-09-04,Rooms,50.27,6
1478,2025-09-04,Food & Beverage,42.09,5
1479,2025-09-04,Housekeeping,46.95,6
1480,2025-09-04,Maintenance,19.28,2
1481,2025-09-04,Sales,21.42,3
1482,2025-09-04,Admin,25.15,3
1483,2025-09-05,Rooms,55.93,7
1484,2025-09-05,Food & Beverage,54.34,7
1485,2025-09-05,Housekeeping,51.49,6
1486,2025-09-05,Maintenance,24.3,3
1487,2025-09-05,Sales,22.94,3
1488,2025-09-05,Admin,21.64,3
1489,2025-09-06,Rooms,54.6,7
1490,2025-09-06,Food & Beverage,59.66,7
1491,2025-09-06,Housekeeping,47.89,6
1492,2025-09-06,Maintenance,26.21,3
1493,2025-09-06,Sales,20.97,3
1494,2025-09-06,Admin,24.44,3
1495,2025-09-07,Rooms,57.31,7
1496,2025-09-07,Food & Beverage,51.72,6
1497,2025-09-07,Housekeeping,45.96,6
1498,2025-09-07,Maintenance,20.67,3
1499,2025-09-07,Sales,20.77,3
1500,2025-09-07,Admin,23.03,3
1501,2025-09-08,Rooms,46.66,6
1502,2025-09-08,Food & Beverage,57.84,7
1503,2025-09-08,Housekeeping,48.85,6
1504,2025-09-08,Maintenance,20.27,3
1505,2025-09-08,Sales,18.15,2
1506,2025-09-08,Admin,19.6,2
1507,2025-09-09,Rooms,52.11,7
1508,2025-09-09,Food & Beverage,48.73,6
1509,2025-09-09,Housekeeping,61.26,8
1510,2025-09-09,Maintenance,23.83,3
1511,2025-09-09,Sales,22.67,3
1512,2025-09-09,Admin,22.93,3
1513,2025-09-10,Rooms,48.71,6
1514,2025-09-10,Food & Beverage,56.11,7
1515,2025-09-10,Housekeeping,56.72,7
1516,2025-09-10,Maintenance,20.51,3
1517,2025-09-10,Sales,21.41,3
1518,2025-09-10,Admin,21.62,3
1519,2025-09-11,Rooms,55.09,7
1520,2025-09-11,Food & Beverage,55.21,7
1521,2025-09-11,Housekeeping,43.76,5
1522,2025-09-11,Maintenance,23.39,3
1523,2025-09-11,Sales,19.87,2
1524,2025-09-11,Admin,24.84,3
1525,2025-09-12,Rooms,61.71,8
1526,2025-09-12,Food & Beverage,56.51,7
1527,2025-09-12,Housekeeping,57.11,7
1528,2025-09-12,Maintenance,19.48,2
1529,2025-09-12,Sales,21.07,3
1530,2025-09-12,Admin,18.17,2
1531,2025-09-13,Rooms,56.34,7
1532,2025-09-13,Food & Beverage,44.35,6
1533,2025-09-13,Housekeeping,54.31,7
1534,2025-09-13,Maintenance,22.01,3
1535,2025-09-13,Sales,19.23,2
1536,2025-09-13,Admin,22.32,3
1537,2025-09-14,Rooms,56.52,7
1538,2025-09-14,Food & Beverage,54.02,7
1539,2025-09-14,Housekeeping,58.97,7
1540,2025-09-14,Maintenance,23.41,3
1541,2025-09-14,Sales,23.12,3
1542,2025-09-14,Admin,22.34,3
1543,2025-09-15,Rooms,56.76,7
1544,2025-09-15,Food & Beverage,55.63,7
1545,2025-09-15,Housekeeping,64.08,8
1546,2025-09-15,Maintenance,19.1,2
1547,2025-09-15,Sales,19.45,2
1548,2025-09-15,Admin,21.71,3
1549,2025-09-16,Rooms,55.1,7
1550,2025-09-16,Food & Beverage,58.31,7
1551,2025-09-16,Housekeeping,42.72,5
1552,2025-09-16,Maintenance,19.71,2
1553,2025-09-16,Sales,25.63,3
1554,2025-09-16,Admin,25.93,3
1555,2025-09-17,Rooms,56.76,7
1556,2025-09-17,Food & Beverage,62.3,8
1557,2025-09-17,Housekeeping,54.42,7
1558,2025-09-17,Maintenance,17.97,2
1559,2025-09-17,Sales,25.02,3
1560,2025-09-17,Admin,25.8,3
1561,2025-09-18,Rooms,50.22,6
1562,2025-09-18,Food & Beverage,58.13,7
1563,2025-09-18,Housekeeping,50.57,6
1564,2025-09-18,Maintenance,23.55,3
1565,2025-09-18,Sales,21.97,3
1566,2025-09-18,Admin,22.51,3
1567,2025-09-19,Rooms,56.57,7
1568,2025-09-19,Food & Beverage,49.37,6
1569,2025-09-19,Housekeeping,51.36,6
1570,2025-09-19,Maintenance,18.89,2
1571,2025-09-19,Sales,21.92,3
1572,2025-09-19,Admin,22.07,3
1573,2025-09-20,Rooms,52.62,7
1574,2025-09-20,Food & Beverage,56.62,7
1575,2025-09-20,Housekeeping,45.81,6
1576,2025-09-20,Maintenance,23.74,3
1577,2025-09-20,Sales,22.31,3
1578,2025-09-20,Admin,20.33,3
1579,2025-09-21,Rooms,58.0,7
1580,2025-09-21,Food & Beverage,45.57,6
1581,2025-09-21,Housekeeping,54.46,7
1582,2025-09-21,Maintenance,22.5,3
1583,2025-09-21,Sales,23.8,3
1584,2025-09-21,Admin,22.6,3
1585,2025-09-22,Rooms,45.1,6
1586,2025-09-22,Food & Beverage,47.91,6
1587,2025-09-22,Housekeeping,54.93,7
1588,2025-09-22,Maintenance,24.83,3
1589,2025-09-22,Sales,22.63,3
1590,2025-09-22,Admin,21.43,3
1591,2025-09-23,Rooms,51.84,6
1592,2025-09-23,Food & Beverage,49.52,6
1593,2025-09-23,Housekeeping,57.88,7
1594,2025-09-23,Maintenance,18.89,2
1595,2025-09-23,Sales,21.47,3
1596,2025-09-23,Admin,24.19,3
1597,2025-09-24,Rooms,54.24,7
1598,2025-09-24,Food & Beverage,44.54,6
1599,2025-09-24,Housekeeping,50.99,6
1600,2025-09-24,Maintenance,21.97,3
1601,2025-09-24,Sales,24.6,3
1602,2025-09-24,Admin,22.08,3
1603,2025-09-25,Rooms,48.01,6
1604,2025-09-25,Food & Beverage,65.84,8
1605,2025-09-25,Housekeeping,58.92,7
1606,2025-09-25,Maintenance,20.37,3
1607,2025-09-25,Sales,23.1,3
1608,2025-09-25,Admin,23.0,3
1609,2025-09-26,Rooms,55.99,7
1610,2025-09-26,Food & Beverage,59.51,7
1611,2025-09-26,Housekeeping,47.28,6
1612,2025-09-26,Maintenance,22.18,3
1613,2025-09-26,Sales,23.93,3
1614,2025-09-26,Admin,20.6,3
1615,2025-09-27,Rooms,61.63,8
1616,2025-09-27,Food & Beverage,63.06,8
1617,2025-09-27,Housekeeping,56.6,7
1618,2025-09-27,Maintenance,22.4,3
1619,2025-09-27,Sales,22.52,3
1620,2025-09-27,Admin,20.44,3
1621,2025-09-28,Rooms,53.42,7
1622,2025-09-28,Food & Beverage,54.9,7
1623,2025-09-28,Housekeeping,52.66,7
1624,2025-09-28,Maintenance,19.2,2
1625,2025-09-28,Sales,19.66,2
1626,2025-09-28,Admin,20.58,3
1627,2025-09-29,Rooms,71.74,9
1628,2025-09-29,Food & Beverage,52.84,7
1629,2025-09-29,Housekeeping,58.73,7
1630,2025-09-29,Maintenance,20.84,3
1631,2025-09-29,Sales,19.78,2
1632,2025-09-29,Admin,21.72,3
1633,2025-09-30,Rooms,63.7,8
1634,2025-09-30,Food & Beverage,50.7,6
1635,2025-09-30,Housekeeping,56.75,7
1636,2025-09-30,Maintenance,26.03,3
1637,2025-09-30,Sales,20.12,3
1638,2025-09-30,Admin,19.78,2
1639,2025-10-01,Rooms,56.54,7
1640,2025-10-01,Food & Beverage,61.73,8
1641,2025-10-01,Housekeeping,55.97,7
1642,2025-10-01,Maintenance,22.55,3
1643,2025-10-01,Sales,28.18,4
1644,2025-10-01,Admin,21.6,3
1645,2025-10-02,Rooms,64.72,8
1646,2025-10-02,Food & Beverage,59.71,7
1647,2025-10-02,Housekeeping,67.61,8
1648,2025-10-02,Maintenance,21.89,3
1649,2025-10-02,Sales,23.52,3
1650,2025-10-02,Admin,30.02,4
1651,2025-10-03,Rooms,53.36,7
1652,2025-10-03,Food & Beverage,61.7,8
1653,2025-10-03,Housekeeping,66.56,8
1654,2025-10-03,Maintenance,21.87,3
1655,2025-10-03,Sales,28.05,4
1656,2025-10-03,Admin,18.93,2
1657,2025-10-04,Rooms,78.61,10
1658,2025-10-04,Food & Beverage,65.43,8
1659,2025-10-04,Housekeeping,70.87,9
1660,2025-10-04,Maintenance,29.78,4
1661,2025-10-04,Sales,24.29,3
1662,2025-10-04,Admin,25.29,3
1663,2025-10-05,Rooms,67.91,8
1664,2025-10-05,Food & Beverage,72.91,9
1665,2025-10-05,Housekeeping,58.65,7
1666,2025-10-05,Maintenance,20.65,3
1667,2025-10-05,Sales,27.02,3
1668,2025-10-05,Admin,21.28,3
1669,2025-10-06,Rooms,58.19,7
1670,2025-10-06,Food & Beverage,60.01,8
1671,2025-10-06,Housekeeping,66.51,8
1672,2025-10-06,Maintenance,25.37,3
1673,2025-10-06,Sales,24.15,3
1674,2025-10-06,Admin,24.72,3
1675,2025-10-07,Rooms,49.4,6
1676,2025-10-07,Food & Beverage,68.14,9
1677,2025-10-07,Housekeeping,64.04,8
1678,2025-10-07,Maintenance,19.57,2
1679,2025-10-07,Sales,18.98,2
1680,2025-10-07,Admin,22.86,3
1681,2025-10-08,Rooms,60.22,8
1682,2025-10-08,Food & Beverage,67.3,8
1683,2025-10-08,Housekeeping,73.36,9
1684,2025-10-08,Maintenance,25.48,3
1685,2025-10-08,Sales,23.39,3
1686,2025-10-08,Admin,26.64,3
1687,2025-10-09,Rooms,77.41,10
1688,2025-10-09,Food & Beverage,54.33,7
1689,2025-10-09,Housekeeping,64.04,8
1690,2025-10-09,Maintenance,25.56,3
1691,2025-10-09,Sales,23.09,3
1692,2025-10-09,Admin,22.71,3
1693,2025-10-10,Rooms,68.56,9
1694,2025-10-10,Food & Beverage,64.63,8
1695,2025-10-10,Housekeeping,59.27,7
1696,2025-10-10,Maintenance,25.47,3
1697,2025-10-10,Sales,25.92,3
1698,2025-10-10,Admin,24.1,3
1699,2025-10-11,Rooms,66.19,8
1700,2025-10-11,Food & Beverage,49.09,6
1701,2025-10-11,Housekeeping,64.96,8
1702,2025-10-11,Maintenance,19.67,2
1703,2025-10-11,Sales,23.62,3
1704,2025-10-11,Admin,23.73,3
1705,2025-10-12,Rooms,52.17,7
1706,2025-10-12,Food & Beverage,63.13,8
1707,2025-10-12,Housekeeping,68.4,9
1708,2025-10-12,Maintenance,29.0,4
1709,2025-10-12,Sales,26.21,3
1710,2025-10-12,Admin,27.33,3
1711,2025-10-13,Rooms,62.62,8
1712,2025-10-13,Food & Beverage,63.1,8
1713,2025-10-13,Housekeeping,61.58,8
1714,2025-10-13,Maintenance,25.13,3
1715,2025-10-13,Sales,19.84,2
1716,2025-10-13,Admin,20.34,3
1717,2025-10-14,Rooms,62.24,8
1718,2025-10-14,Food & Beverage,59.52,7
1719,2025-10-14,Housekeeping,63.33,8
1720,2025-10-14,Maintenance,24.24,3
1721,2025-10-14,Sales,25.54,3
1722,2025-10-14,Admin,24.9,3
1723,2025-10-15,Rooms,61.41,8
1724,2025-10-15,Food & Beverage,61.45,8
1725,2025-10-15,Housekeeping,64.44,8
1726,2025-10-15,Maintenance,24.96,3
1727,2025-10-15,Sales,28.34,4
1728,2025-10-15,Admin,24.16,3
1729,2025-10-16,Rooms,58.4,7
1730,2025-10-16,Food & Beverage,57.17,7
1731,2025-10-16,Housekeeping,64.52,8
1732,2025-10-16,Maintenance,21.23,3
1733,2025-10-16,Sales,20.42,3
1734,2025-10-16,Admin,26.89,3
1735,2025-10-17,Rooms,63.02,8
1736,2025-10-17,Food & Beverage,68.88,9
1737,2025-10-17,Housekeeping,60.15,8
1738,2025-10-17,Maintenance,24.61,3
1739,2025-10-17,Sales,22.29,3
1740,2025-10-17,Admin,28.71,4
1741,2025-10-18,Rooms,60.26,8
1742,2025-10-18,Food & Beverage,65.03,8
1743,2025-10-18,Housekeeping,56.92,7
1744,2025-10-18,Maintenance,23.07,3
1745,2025-10-18,Sales,26.16,3
1746,2025-10-18,Admin,25.26,3
1747,2025-10-19,Rooms,68.16,9
1748,2025-10-19,Food & Beverage,52.02,7
1749,2025-10-19,Housekeeping,61.1,8
1750,2025-10-19,Maintenance,26.04,3
1751,2025-10-19,Sales,21.95,3
1752,2025-10-19,Admin,25.97,3
1753,2025-10-20,Rooms,59.85,7
1754,2025-10-20,Food & Beverage,62.89,8
1755,2025-10-20,Housekeeping,60.56,8
1756,2025-10-20,Maintenance,21.04,3
1757,2025-10-20,Sales,27.0,3
1758,2025-10-20,Admin,25.48,3
1759,2025-10-21,Rooms,56.84,7
1760,2025-10-21,Food & Beverage,70.8,9
1761,2025-10-21,Housekeeping,48.46,6
1762,2025-10-21,Maintenance,23.55,3
1763,2025-10-21,Sales,21.33,3
1764,2025-10-21,Admin,25.09,3
1765,2025-10-22,Rooms,55.07,7
1766,2025-10-22,Food & Beverage,56.14,7
1767,2025-10-22,Housekeeping,66.27,8
1768,2025-10-22,Maintenance,23.84,3
1769,2025-10-22,Sales,23.26,3
1770,2025-10-22,Admin,24.73,3
1771,2025-10-23,Rooms,60.42,8
1772,2025-10-23,Food & Beverage,69.2,9
1773,2025-10-23,Housekeeping,71.98,9
1774,2025-10-23,Maintenance,24.91,3
1775,2025-10-23,Sales,22.87,3
1776,2025-10-23,Admin,25.73,3
1777,2025-10-24,Rooms,70.75,9
1778,2025-10-24,Food & Beverage,63.57,8
1779,2025-10-24,Housekeeping,71.52,9
1780,2025-10-24,Maintenance,25.63,3
1781,2025-10-24,Sales,24.45,3
1782,2025-10-24,Admin,27.02,3
1783,2025-10-25,Rooms,72.57,9
1784,2025-10-25,Food & Beverage,74.31,9
1785,2025-10-25,Housekeeping,62.85,8
1786,2025-10-25,Maintenance,23.35,3
1787,2025-10-25,Sales,25.21,3
1788,2025-10-25,Admin,31.12,4
1789,2025-10-26,Rooms,66.01,8
1790,2025-10-26,Food & Beverage,70.63,9
1791,2025-10-26,Housekeeping,57.58,7
1792,2025-10-26,Maintenance,25.2,3
1793,2025-10-26,Sales,20.56,3
1794,2025-10-26,Admin,25.83,3
1795,2025-10-27,Rooms,55.08,7
1796,2025-10-27,Food & Beverage,62.89,8
1797,2025-10-27,Housekeeping,62.97,8
1798,2025-10-27,Maintenance,23.98,3
1799,2025-10-27,Sales,20.65,3
1800,2025-10-27,Admin,23.92,3
1801,2025-10-28,Rooms,62.64,8
1802,2025-10-28,Food & Beverage,50.63,6
1803,2025-10-28,Housekeeping,58.27,7
1804,2025-10-28,Maintenance,24.94,3
1805,2025-10-28,Sales,25.51,3
1806,2025-10-28,Admin,26.42,3
1807,2025-10-29,Rooms,58.98,7
1808,2025-10-29,Food & Beverage,45.7,6
1809,2025-10-29,Housekeeping,71.02,9
1810,2025-10-29,Maintenance,22.39,3
1811,2025-10-29,Sales,26.79,3
1812,2025-10-29,Admin,25.71,3
1813,2025-10-30,Rooms,60.03,8
1814,2025-10-30,Food & Beverage,68.75,9
1815,2025-10-30,Housekeeping,53.87,7
1816,2025-10-30,Maintenance,24.1,3
1817,2025-10-30,Sales,22.05,3
1818,2025-10-30,Admin,26.03,3
1819,2025-10-31,Rooms,67.23,8
1820,2025-10-31,Food & Beverage,60.12,8
1821,2025-10-31,Housekeeping,55.84,7
1822,2025-10-31,Maintenance,22.64,3
1823,2025-10-31,Sales,28.08,4
1824,2025-10-31,Admin,24.91,3
1825,2025-11-01,Rooms,52.34,7
1826,2025-11-01,Food & Beverage,57.88,7
1827,2025-11-01,Housekeeping,50.83,6
1828,2025-11-01,Maintenance,21.64,3
1829,2025-11-01,Sales,21.7,3
1830,2025-11-01,Admin,19.64,2
1831,2025-11-02,Rooms,59.21,7
1832,2025-11-02,Food & Beverage,48.61,6
1833,2025-11-02,Housekeeping,57.09,7
1834,2025-11-02,Maintenance,21.09,3
1835,2025-11-02,Sales,24.05,3
1836,2025-11-02,Admin,20.37,3
1837,2025-11-03,Rooms,50.46,6
1838,2025-11-03,Food & Beverage,50.81,6
1839,2025-11-03,Housekeeping,48.75,6
1840,2025-11-03,Maintenance,21.86,3
1841,2025-11-03,Sales,21.13,3
1842,2025-11-03,Admin,19.42,2
1843,2025-11-04,Rooms,49.22,6
1844,2025-11-04,Food & Beverage,48.2,6
1845,2025-11-04,Housekeeping,60.66,8
1846,2025-11-04,Maintenance,19.61,2
1847,2025-11-04,Sales,22.43,3
1848,2025-11-04,Admin,24.13,3
1849,2025-11-05,Rooms,53.65,7
1850,2025-11-05,Food & Beverage,65.37,8
1851,2025-11-05,Housekeeping,48.37,6
1852,2025-11-05,Maintenance,19.08,2
1853,2025-11-05,Sales,20.62,3
1854,2025-11-05,Admin,21.24,3
1855,2025-11-06,Rooms,46.75,6
1856,2025-11-06,Food & Beverage,51.57,6
1857,2025-11-06,Housekeeping,50.34,6
1858,2025-11-06,Maintenance,23.45,3
1859,2025-11-06,Sales,25.65,3
1860,2025-11-06,Admin,20.22,3
1861,2025-11-07,Rooms,61.08,8
1862,2025-11-07,Food & Beverage,46.93,6
1863,2025-11-07,Housekeeping,58.21,7
1864,2025-11-07,Maintenance,24.58,3
1865,2025-11-07,Sales,25.32,3
1866,2025-11-07,Admin,23.01,3
1867,2025-11-08,Rooms,49.27,6
1868,2025-11-08,Food & Beverage,57.53,7
1869,2025-11-08,Housekeeping,58.18,7
1870,2025-11-08,Maintenance,22.15,3
1871,2025-11-08,Sales,19.42,2
1872,2025-11-08,Admin,21.63,3
1873,2025-11-09,Rooms,46.06,6
1874,2025-11-09,Food & Beverage,51.47,6
1875,2025-11-09,Housekeeping,47.64,6
1876,2025-11-09,Maintenance,20.34,3
1877,2025-11-09,Sales,24.93,3
1878,2025-11-09,Admin,22.85,3
1879,2025-11-10,Rooms,55.11,7
1880,2025-11-10,Food & Beverage,55.34,7
1881,2025-11-10,Housekeeping,54.54,7
1882,2025-11-10,Maintenance,17.68,2
1883,2025-11-10,Sales,25.46,3
1884,2025-11-10,Admin,21.26,3
1885,2025-11-11,Rooms,54.58,7
1886,2025-11-11,Food & Beverage,52.59,7
1887,2025-11-11,Housekeeping,53.56,7
1888,2025-11-11,Maintenance,22.72,3
1889,2025-11-11,Sales,22.82,3
1890,2025-11-11,Admin,26.41,3
1891,2025-11-12,Rooms,44.21,6
1892,2025-11-12,Food & Beverage,51.99,6
1893,2025-11-12,Housekeeping,58.71,7
1894,2025-11-12,Maintenance,21.51,3
1895,2025-11-12,Sales,21.49,3
1896,2025-11-12,Admin,22.47,3
1897,2025-11-13,Rooms,60.25,8
1898,2025-11-13,Food & Beverage,56.92,7
1899,2025-11-13,Housekeeping,48.47,6
1900,2025-11-13,Maintenance,19.95,2
1901,2025-11-13,Sales,22.57,3
1902,2025-11-13,Admin,20.44,3
1903,2025-11-14,Rooms,58.78,7
1904,2025-11-14,Food & Beverage,57.34,7
1905,2025-11-14,Housekeeping,62.24,8
1906,2025-11-14,Maintenance,22.37,3
1907,2025-11-14,Sales,25.9,3
1908,2025-11-14,Admin,21.83,3
1909,2025-11-15,Rooms,52.35,7
1910,2025-11-15,Food & Beverage,52.03,7
1911,2025-11-15,Housekeeping,48.42,6
1912,2025-11-15,Maintenance,20.16,3
1913,2025-11-15,Sales,21.34,3
1914,2025-11-15,Admin,21.97,3
1915,2025-11-16,Rooms,55.38,7
1916,2025-11-16,Food & Beverage,48.78,6
1917,2025-11-16,Housekeeping,54.63,7
1918,2025-11-16,Maintenance,23.33,3
1919,2025-11-16,Sales,22.55,3
1920,2025-11-16,Admin,18.37,2
1921,2025-11-17,Rooms,53.53,7
1922,2025-11-17,Food & Beverage,60.14,8
1923,2025-11-17,Housekeeping,48.23,6
1924,2025-11-17,Maintenance,24.21,3
1925,2025-11-17,Sales,22.99,3
1926,2025-11-17,Admin,22.65,3
1927,2025-11-18,Rooms,48.12,6
1928,2025-11-18,Food & Beverage,57.37,7
1929,2025-11-18,Housekeeping,55.13,7
1930,2025-11-18,Maintenance,27.55,3
1931,2025-11-18,Sales,20.47,3
1932,2025-11-18,Admin,21.58,3
1933,2025-11-19,Rooms,59.34,7
1934,2025-11-19,Food & Beverage,57.42,7
1935,2025-11-19,Housekeeping,44.41,6
1936,2025-11-19,Maintenance,21.89,3
1937,2025-11-19,Sales,20.49,3
1938,2025-11-19,Admin,20.65,3
1939,2025-11-20,Rooms,57.93,7
1940,2025-11-20,Food & Beverage,55.33,7
1941,2025-11-20,Housekeeping,60.53,8
1942,2025-11-20,Maintenance,24.87,3
1943,2025-11-20,Sales,21.59,3
1944,2025-11-20,Admin,19.8,2
1945,2025-11-21,Rooms,59.44,7
1946,2025-11-21,Food & Beverage,47.85,6
1947,2025-11-21,Housekeeping,49.38,6
1948,2025-11-21,Maintenance,21.65,3
1949,2025-11-21,Sales,18.38,2
1950,2025-11-21,Admin,22.88,3
1951,2025-11-22,Rooms,60.04,8
1952,2025-11-22,Food & Beverage,48.39,6
1953,2025-11-22,Housekeeping,52.01,7
1954,2025-11-22,Maintenance,21.88,3
1955,2025-11-22,Sales,19.88,2
1956,2025-11-22,Admin,23.98,3
1957,2025-11-23,Rooms,57.81,7
1958,2025-11-23,Food & Beverage,46.8,6
1959,2025-11-23,Housekeeping,51.73,6
1960,2025-11-23,Maintenance,20.98,3
1961,2025-11-23,Sales,22.26,3
1962,2025-11-23,Admin,17.9,2
1963,2025-11-24,Rooms,57.58,7
1964,2025-11-24,Food & Beverage,57.38,7
1965,2025-11-24,Housekeeping,58.82,7
1966,2025-11-24,Maintenance,21.3,3
1967,2025-11-24,Sales,21.86,3
1968,2025-11-24,Admin,25.09,3
1969,2025-11-25,Rooms,53.48,7
1970,2025-11-25,Food & Beverage,58.49,7
1971,2025-11-25,Housekeeping,52.66,7
1972,2025-11-25,Maintenance,24.44,3
1973,2025-11-25,Sales,22.98,3
1974,2025-11-25,Admin,23.9,3
1975,2025-11-26,Rooms,53.7,7
1976,2025-11-26,Food & Beverage,56.25,7
1977,2025-11-26,Housekeeping,68.64,9
1978,2025-11-26,Maintenance,19.53,2
1979,2025-11-26,Sales,23.19,3
