invoice_id,booking_id,customer_id,invoice_date,due_date,payment_terms_days,room_revenue_jpy,ancillary_revenue_jpy,invoice_amount_jpy
6954,6954,1059,2025-07-04,2025-07-19,15,34892.0,11493.0,46385.0
6955,6955,1079,2025-07-03,2025-08-02,30,71442.0,8809.0,80251.0
6956,6956,1035,2025-07-01,2025-07-16,15,10599.0,3297.0,13896.0
6957,6957,1061,2025-07-03,2025-08-02,30,62688.0,10801.0,73489.0
6958,6958,1064,2025-07-02,2025-08-01,30,19580.0,3020.0,22600.0
6959,6959,1064,2025-07-02,2025-08-01,30,17974.0,2648.0,20622.0
6960,6960,1087,2025-07-01,2025-07-31,30,9067.0,2002.0,11069.0
6961,6961,1069,2025-07-03,2025-08-02,30,55035.0,13321.0,68356.0
6962,6962,1045,2025-07-02,2025-08-01,30,19000.0,4881.0,23881.0
6963,6963,1026,2025-07-01,2025-07-31,30,9977.0,1994.0,11971.0
6964,6964,1049,2025-07-02,2025-08-01,30,19284.0,6566.0,25850.0
6965,6965,1054,2025-07-01,2025-07-31,30,24402.0,7300.0,31702.0
6966,6966,1081,2025-07-02,2025-08-01,30,39660.0,9987.0,49647.0
6967,6967,1028,2025-07-03,2025-08-02,30,30357.0,9217.0,39574.0
6968,6968,1101,2025-07-02,2025-07-17,15,17220.0,2944.0,20164.0
6969,6969,1043,2025-07-01,2025-07-31,30,9773.0,1569.0,11342.0
6970,6970,1071,2025-07-03,2025-08-17,45,28140.0,6067.0,34207.0
6971,6971,1015,2025-07-01,2025-08-15,45,19062.0,6541.0,25603.0
6972,6972,1096,2025-07-01,2025-08-15,45,9631.0,1242.0,10873.0
6973,6973,1022,2025-07-02,2025-07-17,15,18898.0,3610.0,22508.0
6974,6974,1056,2025-07-01,2025-07-31,30,23116.0,3539.0,26655.0
6975,6975,1073,2025-07-04,2025-07-19,15,40884.0,10922.0,51806.0
6976,6976,1083,2025-07-03,2025-08-02,30,37095.0,7986.0,45081.0
6977,6977,1089,2025-07-01,2025-07-16,15,15215.0,4861.0,20076.0
6978,6978,1027,2025-07-03,2025-08-17,45,39663.0,9149.0,48812.0
6979,6979,1039,2025-07-01,2025-07-31,30,9564.0,1348.0,10912.0
6980,6980,1089,2025-07-01,2025-08-15,45,14809.0,4036.0,18845.0
6981,6981,1021,2025-07-03,2025-07-18,15,33664.0,10164.0,43828.0
6982,6982,1101,2025-07-02,2025-08-01,30,17268.0,3055.0,20323.0
6983,6983,1054,2025-07-03,2025-08-02,30,27590.0,10025.0,37615.0
6984,6984,1074,2025-07-03,2025-08-17,45,30374.0,10603.0,40977.0
6985,6985,1104,2025-07-03,2025-07-18,15,31358.0,11273.0,42631.0
6986,6986,1074,2025-07-02,2025-08-01,30,17024.0,2315.0,19339.0
6987,6987,1103,2025-07-02,2025-08-16,45,20743.0,7003.0,27746.0
6988,6988,1039,2025-07-04,2025-08-18,45,42324.0,9909.0,52233.0
6989,6989,1045,2025-07-03,2025-08-17,45,26430.0,5285.0,31715.0
6990,6990,1123,2025-07-03,2025-08-02,30,30240.0,9053.0,39293.0
6991,6991,1079,2025-07-05,2025-07-20,15,49672.0,6756.0,56428.0
6992,6992,1015,2025-07-05,2025-08-04,30,59100.0,8527.0,67627.0
6993,6993,1058,2025-07-02,2025-08-16,45,14230.0,4547.0,18777.0
6994,6994,1102,2025-07-02,2025-08-01,30,28418.0,8484.0,36902.0
6995,6995,1110,2025-07-03,2025-08-17,45,41356.0,6276.0,47632.0
6996,6996,1083,2025-07-03,2025-08-17,45,32192.0,10002.0,42194.0
6997,6997,1021,2025-07-06,2025-07-21,15,80890.0,30669.0,111559.0
6998,6998,1117,2025-07-02,2025-08-16,45,12802.0,3241.0,16043.0
6999,6999,1107,2025-07-03,2025-08-02,30,34862.0,10676.0,45538.0
7000,7000,1080,2025-07-04,2025-07-19,15,39774.0,13513.0,53287.0
7001,7001,1108,2025-07-02,2025-08-16,45,21460.0,7510.0,28970.0
7002,7002,1038,2025-07-04,2025-08-18,45,88830.0,32790.0,121620.0
7003,7003,1119,2025-07-03,2025-08-02,30,33422.0,12509.0,45931.0
7004,7004,1007,2025-07-05,2025-07-20,15,55204.0,20410.0,75614.0
7005,7005,1068,2025-07-02,2025-08-01,30,22615.0,8289.0,30904.0
7006,7006,1100,2025-07-02,2025-08-01,30,24456.0,6450.0,30906.0
7007,7007,1095,2025-07-03,2025-08-02,30,32700.0,10920.0,43620.0
7008,7008,1022,2025-07-02,2025-07-17,15,15609.0,4274.0,19883.0
7009,7009,1116,2025-07-02,2025-08-01,30,16152.0,5198.0,21350.0
7010,7010,1011,2025-07-03,2025-08-02,30,44906.0,11891.0,56797.0
7011,7011,1026,2025-07-06,2025-07-21,15,112370.0,30052.0,142422.0
7012,7012,1018,2025-07-03,2025-07-18,15,30856.0,9630.0,40486.0
7013,7013,1056,2025-07-06,2025-08-05,30,114785.0,26329.0,141114.0
7014,7014,1057,2025-07-05,2025-08-04,30,83460.0,28798.0,112258.0
7015,7015,1008,2025-07-02,2025-07-17,15,20558.0,5659.0,26217.0
7016,7016,1076,2025-07-02,2025-08-01,30,21775.0,5535.0,27310.0
7017,7017,1084,2025-07-02,2025-08-01,30,16197.0,4853.0,21050.0
7018,7018,1035,2025-07-03,2025-08-02,30,32110.0,9747.0,41857.0
7019,7019,1066,2025-07-02,2025-07-17,15,21608.0,4725.0,26333.0
7020,7020,1074,2025-07-04,2025-08-03,30,84123.0,13770.0,97893.0
7021,7021,1001,2025-07-03,2025-08-02,30,44692.0,15665.0,60357.0
7022,7022,1004,2025-07-04,2025-08-03,30,94569.0,13287.0,107856.0
7023,7023,1083,2025-07-02,2025-07-17,15,17278.0,4659.0,21937.0
7024,7024,1065,2025-07-02,2025-08-01,30,15667.0,5091.0,20758.0
7025,7025,1089,2025-07-03,2025-08-02,30,40124.0,6912.0,47036.0
7026,7026,1077,2025-07-03,2025-08-02,30,40154.0,9412.0,49566.0
7027,7027,1122,2025-07-04,2025-08-18,45,40260.0,7123.0,47383.0
7028,7028,1089,2025-07-03,2025-08-02,30,24648.0,5027.0,29675.0
7029,7029,1093,2025-07-02,2025-08-01,30,20406.0,4974.0,25380.0
7030,7030,1041,2025-07-05,2025-08-04,30,45585.0,16823.0,62408.0
7031,7031,1107,2025-07-03,2025-08-02,30,30191.0,4697.0,34888.0
7032,7032,1033,2025-07-05,2025-07-20,15,89502.0,32211.0,121713.0
7033,7033,1019,2025-07-07,2025-08-06,30,156025.0,45933.0,201958.0
7034,7034,1062,2025-07-06,2025-08-20,45,100884.0,36231.0,137115.0
7035,7035,1021,2025-07-04,2025-08-03,30,84498.0,22497.0,106995.0
7036,7036,1033,2025-07-03,2025-08-02,30,15868.0,3197.0,19065.0
7037,7037,1006,2025-07-04,2025-08-18,45,26258.0,7732.0,33990.0
7038,7038,1094,2025-07-04,2025-07-19,15,76798.0,10024.0,86822.0
7039,7039,1085,2025-07-07,2025-08-06,30,66080.0,17490.0,83570.0
7040,7040,1051,2025-07-04,2025-08-03,30,46276.0,9856.0,56132.0
7041,7041,1090,2025-07-03,2025-08-02,30,28356.0,8015.0,36371.0
7042,7042,1084,2025-07-06,2025-08-05,30,120600.0,15603.0,136203.0
7043,7043,1007,2025-07-05,2025-08-04,30,45306.0,10594.0,55900.0
7044,7044,1010,2025-07-05,2025-08-04,30,47085.0,6555.0,53640.0
7045,7045,1077,2025-07-05,2025-08-04,30,42243.0,14719.0,56962.0
7046,7046,1125,2025-07-04,2025-08-03,30,42392.0,10512.0,52904.0
7047,7047,1038,2025-07-03,2025-07-18,15,16143.0,2618.0,18761.0
7048,7048,1027,2025-07-04,2025-08-18,45,65752.0,23879.0,89631.0
7049,7049,1097,2025-07-04,2025-08-18,45,42874.0,9506.0,52380.0
7050,7050,1024,2025-07-05,2025-08-04,30,60831.0,22755.0,83586.0
7051,7051,1022,2025-07-05,2025-08-04,30,43029.0,15953.0,58982.0
7052,7052,1086,2025-07-04,2025-08-18,45,72702.0,11025.0,83727.0
7053,7053,1084,2025-07-05,2025-08-19,45,67095.0,8951.0,76046.0
7054,7054,1024,2025-07-03,2025-08-02,30,14824.0,5626.0,20450.0
7055,7055,1059,2025-07-03,2025-08-02,30,21109.0,2808.0,23917.0
7056,7056,1010,2025-07-03,2025-07-18,15,34614.0,4840.0,39454.0
7057,7057,1076,2025-07-05,2025-07-20,15,106263.0,29419.0,135682.0
7058,7058,1093,2025-07-03,2025-08-02,30,14856.0,3787.0,18643.0
7059,7059,1110,2025-07-03,2025-08-02,30,16712.0,5452.0,22164.0
7060,7060,1118,2025-07-03,2025-07-18,15,32736.0,10424.0,43160.0
7061,7061,1074,2025-07-03,2025-08-02,30,37949.0,9916.0,47865.0
7062,7062,1065,2025-07-05,2025-08-04,30,65952.0,10549.0,76501.0
7063,7063,1010,2025-07-07,2025-08-06,30,67830.0,21479.0,89309.0
7064,7064,1079,2025-07-06,2025-08-05,30,63208.0,20547.0,83755.0
7065,7065,1046,2025-07-03,2025-08-02,30,36303.0,6638.0,42941.0
7066,7066,1026,2025-07-03,2025-07-18,15,13916.0,4838.0,18754.0
7067,7067,1096,2025-07-05,2025-08-04,30,109320.0,35291.0,144611.0
7068,7068,1089,2025-07-03,2025-08-02,30,14143.0,2063.0,16206.0
7069,7069,1118,2025-07-06,2025-08-20,45,57804.0,7650.0,65454.0
7070,7070,1111,2025-07-04,2025-08-03,30,27748.0,10204.0,37952.0
7071,7071,1046,2025-07-04,2025-08-18,45,83150.0,11692.0,94842.0
7072,7072,1063,2025-07-03,2025-08-17,45,21468.0,7915.0,29383.0
7073,7073,1019,2025-07-06,2025-08-05,30,55800.0,16588.0,72388.0
7074,7074,1104,2025-07-03,2025-08-02,30,13451.0,2138.0,15589.0
7075,7075,1091,2025-07-07,2025-08-06,30,74830.0,24850.0,99680.0
7076,7076,1015,2025-07-07,2025-08-06,30,76570.0,10556.0,87126.0
7077,7077,1102,2025-07-03,2025-07-18,15,17021.0,2851.0,19872.0
7078,7078,1121,2025-07-05,2025-08-19,45,84438.0,29102.0,113540.0
7079,7079,1110,2025-07-05,2025-08-04,30,86898.0,30286.0,117184.0
7080,7080,1057,2025-07-06,2025-07-21,15,97288.0,25203.0,122491.0
7081,7081,1097,2025-07-06,2025-07-21,15,96624.0,12941.0,109565.0
7082,7082,1123,2025-07-06,2025-08-05,30,129856.0,19846.0,149702.0
7083,7083,1003,2025-07-07,2025-08-06,30,78495.0,24742.0,103237.0
7084,7084,1094,2025-07-04,2025-08-03,30,59908.0,17600.0,77508.0
7085,7085,1034,2025-07-05,2025-08-04,30,74328.0,9705.0,84033.0
7086,7086,1103,2025-07-03,2025-07-18,15,22296.0,4208.0,26504.0
7087,7087,1122,2025-07-05,2025-08-19,45,43851.0,12937.0,56788.0
7088,7088,1020,2025-07-03,2025-08-17,45,15278.0,2816.0,18094.0
7089,7089,1012,2025-07-05,2025-07-20,15,44919.0,9057.0,53976.0
7090,7090,1071,2025-07-05,2025-08-04,30,30112.0,10911.0,41023.0
7091,7091,1037,2025-07-05,2025-08-04,30,31140.0,6331.0,37471.0
7092,7092,1110,2025-07-05,2025-08-04,30,48646.0,17916.0,66562.0
7093,7093,1086,2025-07-06,2025-08-20,45,43587.0,15321.0,58908.0
7094,7094,1040,2025-07-04,2025-08-03,30,24040.0,6257.0,30297.0
7095,7095,1038,2025-07-04,2025-08-03,30,16328.0,4902.0,21230.0
7096,7096,1038,2025-07-04,2025-07-19,15,33834.0,7894.0,41728.0
7097,7097,1074,2025-07-04,2025-08-18,45,13861.0,2510.0,16371.0
7098,7098,1125,2025-07-04,2025-08-03,30,16547.0,3821.0,20368.0
7099,7099,1055,2025-07-06,2025-08-05,30,91140.0,24470.0,115610.0
7100,7100,1085,2025-07-08,2025-08-07,30,129790.0,45198.0,174988.0
7101,7101,1077,2025-07-05,2025-08-04,30,28658.0,10479.0,39137.0
7102,7102,1064,2025-07-05,2025-08-19,45,51122.0,7326.0,58448.0
7103,7103,1057,2025-07-07,2025-08-06,30,78552.0,18483.0,97035.0
7104,7104,1062,2025-07-07,2025-08-06,30,119404.0,42805.0,162209.0
7105,7105,1125,2025-07-04,2025-08-03,30,14460.0,5017.0,19477.0
7106,7106,1103,2025-07-05,2025-08-04,30,42302.0,13850.0,56152.0
7107,7107,1076,2025-07-04,2025-08-03,30,15942.0,3913.0,19855.0
7108,7108,1119,2025-07-04,2025-08-18,45,15122.0,3437.0,18559.0
7109,7109,1029,2025-07-06,2025-08-05,30,67242.0,23053.0,90295.0
7110,7110,1004,2025-07-05,2025-08-19,45,25382.0,3981.0,29363.0
7111,7111,1006,2025-07-08,2025-08-07,30,110515.0,19811.0,130326.0
7112,7112,1113,2025-07-05,2025-07-20,15,25930.0,8073.0,34003.0
7113,7113,1099,2025-07-04,2025-08-03,30,22389.0,7376.0,29765.0
7114,7114,1051,2025-07-05,2025-08-04,30,65168.0,10352.0,75520.0
7115,7115,1099,2025-07-04,2025-08-03,30,22693.0,4901.0,27594.0
7116,7116,1073,2025-07-04,2025-08-03,30,13426.0,4570.0,17996.0
7117,7117,1115,2025-07-04,2025-08-03,30,12559.0,4511.0,17070.0
7118,7118,1060,2025-07-04,2025-07-19,15,14611.0,4275.0,18886.0
7119,7119,1024,2025-07-04,2025-08-03,30,26342.0,8487.0,34829.0
7120,7120,1084,2025-07-07,2025-08-06,30,61184.0,21783.0,82967.0
7121,7121,1098,2025-07-04,2025-08-03,30,14440.0,3088.0,17528.0
7122,7122,1067,2025-07-05,2025-07-20,15,80064.0,10322.0,90386.0
7123,7123,1068,2025-07-06,2025-08-05,30,62850.0,11997.0,74847.0
7124,7124,1022,2025-07-06,2025-07-21,15,58986.0,19049.0,78035.0
7125,7125,1119,2025-07-07,2025-08-06,30,89624.0,17165.0,106789.0
7126,7126,1087,2025-07-04,2025-07-19,15,14757.0,4099.0,18856.0
7127,7127,1098,2025-07-07,2025-08-21,45,86628.0,22413.0,109041.0
7128,7128,1038,2025-07-08,2025-08-07,30,138265.0,40530.0,178795.0
7129,7129,1115,2025-07-06,2025-07-21,15,39081.0,7560.0,46641.0
7130,7130,1122,2025-07-04,2025-08-03,30,29888.0,4022.0,33910.0
7131,7131,1033,2025-07-04,2025-07-19,15,19512.0,6355.0,25867.0
7132,7132,1099,2025-07-04,2025-08-18,45,29999.0,6616.0,36615.0
7133,7133,1071,2025-07-06,2025-07-21,15,47118.0,10866.0,57984.0
7134,7134,1016,2025-07-04,2025-08-03,30,15185.0,3369.0,18554.0
7135,7135,1100,2025-07-05,2025-08-04,30,43350.0,15303.0,58653.0
7136,7136,1101,2025-07-04,2025-08-03,30,15905.0,3791.0,19696.0
7137,7137,1099,2025-07-07,2025-07-22,15,40575.0,12791.0,53366.0
7138,7138,1104,2025-07-09,2025-07-24,15,104340.0,26539.0,130879.0
7139,7139,1100,2025-07-05,2025-07-20,15,35856.0,4779.0,40635.0
7140,7140,1057,2025-07-07,2025-08-21,45,50934.0,16441.0,67375.0
7141,7141,1076,2025-07-08,2025-08-07,30,85040.0,15102.0,100142.0
7142,7142,1037,2025-07-05,2025-07-20,15,22630.0,7676.0,30306.0
7143,7143,1088,2025-07-05,2025-07-20,15,31958.0,6044.0,38002.0
7144,7144,1032,2025-07-05,2025-08-04,30,15732.0,5241.0,20973.0
7145,7145,1049,2025-07-05,2025-07-20,15,14725.0,4413.0,19138.0
7146,7146,1011,2025-07-05,2025-08-19,45,39256.0,5222.0,44478.0
7147,7147,1035,2025-07-06,2025-08-20,45,63328.0,9953.0,73281.0
7148,7148,1114,2025-07-07,2025-08-21,45,44277.0,8222.0,52499.0
7149,7149,1125,2025-07-07,2025-08-21,45,42504.0,12372.0,54876.0
7150,7150,1012,2025-07-09,2025-08-23,45,191050.0,44578.0,235628.0
7151,7151,1010,2025-07-07,2025-07-22,15,92865.0,28377.0,121242.0
7152,7152,1116,2025-07-05,2025-08-19,45,42148.0,14648.0,56796.0
7153,7153,1063,2025-07-05,2025-07-20,15,16328.0,3678.0,20006.0
7154,7154,1047,2025-07-07,2025-08-06,30,46332.0,10093.0,56425.0
7155,7155,1040,2025-07-05,2025-08-04,30,33687.0,8123.0,41810.0
7156,7156,1122,2025-07-06,2025-08-05,30,32808.0,10369.0,43177.0
7157,7157,1072,2025-07-07,2025-07-22,15,42264.0,7284.0,49548.0
7158,7158,1014,2025-07-05,2025-07-20,15,16488.0,2853.0,19341.0
7159,7159,1074,2025-07-05,2025-08-04,30,32773.0,11198.0,43971.0
7160,7160,1069,2025-07-05,2025-08-04,30,19303.0,4159.0,23462.0
7161,7161,1057,2025-07-07,2025-08-06,30,47430.0,11909.0,59339.0
7162,7162,1017,2025-07-09,2025-08-08,30,116610.0,25736.0,142346.0
7163,7163,1014,2025-07-06,2025-07-21,15,42570.0,9004.0,51574.0
7164,7164,1024,2025-07-06,2025-08-05,30,26266.0,3903.0,30169.0
7165,7165,1048,2025-07-05,2025-07-20,15,31200.0,8901.0,40101.0
7166,7166,1095,2025-07-07,2025-08-06,30,60417.0,14928.0,75345.0
7167,7167,1066,2025-07-05,2025-08-04,30,24263.0,5030.0,29293.0
7168,7168,1064,2025-07-05,2025-08-04,30,21072.0,7972.0,29044.0
7169,7169,1113,2025-07-06,2025-07-21,15,43228.0,12115.0,55343.0
7170,7170,1106,2025-07-07,2025-08-06,30,81051.0,21307.0,102358.0
7171,7171,1091,2025-07-05,2025-08-19,45,16457.0,4958.0,21415.0
7172,7172,1073,2025-07-06,2025-08-20,45,41534.0,15670.0,57204.0
7173,7173,1040,2025-07-07,2025-07-22,15,52176.0,7806.0,59982.0
7174,7174,1112,2025-07-07,2025-08-06,30,49164.0,10469.0,59633.0
7175,7175,1056,2025-07-05,2025-08-04,30,21723.0,4226.0,25949.0
7176,7176,1064,2025-07-07,2025-08-06,30,46770.0,16342.0,63112.0
7177,7177,1072,2025-07-05,2025-08-19,45,12843.0,2884.0,15727.0
7178,7178,1013,2025-07-07,2025-08-21,45,44796.0,7526.0,52322.0
7179,7179,1004,2025-07-05,2025-08-04,30,14621.0,5544.0,20165.0
7180,7180,1078,2025-07-08,2025-08-22,45,67028.0,9021.0,76049.0
7181,7181,1074,2025-07-05,2025-07-20,15,14582.0,5019.0,19601.0
7182,7182,1096,2025-07-06,2025-08-20,45,77596.0,24598.0,102194.0
7183,7183,1051,2025-07-05,2025-08-04,30,17100.0,4297.0,21397.0
7184,7184,1038,2025-07-06,2025-08-05,30,61432.0,14992.0,76424.0
7185,7185,1028,2025-07-07,2025-08-06,30,39180.0,12397.0,51577.0
7186,7186,1100,2025-07-05,2025-08-04,30,14840.0,5432.0,20272.0
7187,7187,1066,2025-07-05,2025-08-04,30,16811.0,3905.0,20716.0
7188,7188,1046,2025-07-06,2025-07-21,15,14482.0,4643.0,19125.0
7189,7189,1117,2025-07-09,2025-08-23,45,60664.0,10443.0,71107.0
7190,7190,1119,2025-07-07,2025-08-21,45,26978.0,5739.0,32717.0
7191,7191,1108,2025-07-07,2025-08-06,30,70448.0,25783.0,96231.0
7192,7192,1058,2025-07-07,2025-07-22,15,32332.0,9048.0,41380.0
7193,7193,1111,2025-07-08,2025-07-23,15,70311.0,17609.0,87920.0
7194,7194,1068,2025-07-06,2025-08-20,45,19742.0,7071.0,26813.0
7195,7195,1028,2025-07-09,2025-07-24,15,59208.0,13770.0,72978.0
7196,7196,1118,2025-07-06,2025-08-05,30,21972.0,2872.0,24844.0
7197,7197,1004,2025-07-07,2025-08-06,30,31344.0,8429.0,39773.0
7198,7198,1094,2025-07-06,2025-07-21,15,20925.0,4710.0,25635.0
7199,7199,1030,2025-07-06,2025-08-05,30,32333.0,4530.0,36863.0
7200,7200,1045,2025-07-10,2025-08-09,30,113325.0,37101.0,150426.0
7201,7201,1021,2025-07-06,2025-08-05,30,16134.0,2880.0,19014.0
7202,7202,1082,2025-07-08,2025-08-07,30,48717.0,15969.0,64686.0
7203,7203,1122,2025-07-07,2025-08-21,45,35652.0,5125.0,40777.0
7204,7204,1063,2025-07-08,2025-07-23,15,40491.0,10326.0,50817.0
7205,7205,1028,2025-07-06,2025-08-05,30,22263.0,3222.0,25485.0
7206,7206,1113,2025-07-06,2025-08-05,30,33268.0,8324.0,41592.0
7207,7207,1078,2025-07-08,2025-07-23,15,36018.0,6188.0,42206.0
7208,7208,1106,2025-07-08,2025-08-07,30,47898.0,7993.0,55891.0
7209,7209,1097,2025-07-06,2025-07-21,15,27699.0,5323.0,33022.0
7210,7210,1081,2025-07-06,2025-08-05,30,15797.0,5250.0,21047.0
7211,7211,1101,2025-07-10,2025-08-09,30,81670.0,14867.0,96537.0
7212,7212,1028,2025-07-08,2025-08-22,45,43299.0,6907.0,50206.0
7213,7213,1004,2025-07-06,2025-08-05,30,28558.0,6855.0,35413.0
7214,7214,1025,2025-07-06,2025-08-05,30,14935.0,5661.0,20596.0
7215,7215,1007,2025-07-07,2025-08-06,30,32300.0,6553.0,38853.0
7216,7216,1058,2025-07-06,2025-08-20,45,11560.0,3289.0,14849.0
7217,7217,1025,2025-07-09,2025-08-08,30,160608.0,55555.0,216163.0
7218,7218,1040,2025-07-06,2025-08-20,45,31672.0,10078.0,41750.0
7219,7219,1086,2025-07-06,2025-08-05,30,23019.0,6456.0,29475.0
7220,7220,1115,2025-07-07,2025-08-06,30,65542.0,9457.0,74999.0
7221,7221,1008,2025-07-07,2025-08-06,30,43184.0,15834.0,59018.0
7222,7222,1081,2025-07-06,2025-08-20,45,14824.0,5429.0,20253.0
7223,7223,1097,2025-07-09,2025-07-24,15,63956.0,8189.0,72145.0
7224,7224,1083,2025-07-06,2025-08-05,30,31873.0,5638.0,37511.0
7225,7225,1105,2025-07-07,2025-08-21,45,44808.0,9994.0,54802.0
7226,7226,1080,2025-07-07,2025-08-06,30,30898.0,8803.0,39701.0
7227,7227,1080,2025-07-07,2025-08-06,30,39564.0,14718.0,54282.0
7228,7228,1120,2025-07-06,2025-07-21,15,15169.0,4563.0,19732.0
7229,7229,1037,2025-07-07,2025-08-06,30,47920.0,9565.0,57485.0
7230,7230,1123,2025-07-07,2025-07-22,15,51920.0,16761.0,68681.0
7231,7231,1066,2025-07-06,2025-08-05,30,38657.0,9567.0,48224.0
7232,7232,1067,2025-07-07,2025-08-06,30,42760.0,6735.0,49495.0
7233,7233,1001,2025-07-07,2025-07-22,15,35036.0,13201.0,48237.0
7234,7234,1043,2025-07-07,2025-07-22,15,41038.0,6611.0,47649.0
7235,7235,1053,2025-07-07,2025-08-06,30,30504.0,10252.0,40756.0
7236,7236,1023,2025-07-08,2025-08-07,30,68298.0,14982.0,83280.0
7237,7237,1089,2025-07-10,2025-08-24,45,114045.0,17306.0,131351.0
7238,7238,1029,2025-07-06,2025-07-21,15,14332.0,2828.0,17160.0
7239,7239,1089,2025-07-06,2025-07-21,15,23837.0,5797.0,29634.0
7240,7240,1113,2025-07-07,2025-08-06,30,27836.0,3703.0,31539.0
7241,7241,1074,2025-07-08,2025-08-07,30,42660.0,9553.0,52213.0
7242,7242,1118,2025-07-06,2025-08-20,45,28726.0,10562.0,39288.0
7243,7243,1072,2025-07-07,2025-07-22,15,14208.0,4886.0,19094.0
7244,7244,1107,2025-07-08,2025-07-23,15,54430.0,7196.0,61626.0
7245,7245,1047,2025-07-09,2025-08-08,30,93231.0,26826.0,120057.0
7246,7246,1051,2025-07-08,2025-07-23,15,44614.0,15268.0,59882.0
7247,7247,1020,2025-07-10,2025-07-25,15,85632.0,15442.0,101074.0
7248,7248,1075,2025-07-07,2025-08-06,30,28050.0,6767.0,34817.0
7249,7249,1059,2025-07-08,2025-07-23,15,30264.0,5226.0,35490.0
7250,7250,1015,2025-07-07,2025-08-06,30,12675.0,3540.0,16215.0
7251,7251,1077,2025-07-07,2025-07-22,15,13742.0,4997.0,18739.0
7252,7252,1057,2025-07-07,2025-08-21,45,26642.0,7470.0,34112.0
7253,7253,1006,2025-07-07,2025-08-06,30,21033.0,2932.0,23965.0
7254,7254,1058,2025-07-08,2025-08-22,45,46948.0,9974.0,56922.0
7255,7255,1056,2025-07-09,2025-08-08,30,46317.0,11811.0,58128.0
7256,7256,1100,2025-07-10,2025-08-09,30,142816.0,54058.0,196874.0
7257,7257,1093,2025-07-07,2025-07-22,15,31658.0,7019.0,38677.0
7258,7258,1047,2025-07-11,2025-08-10,30,74740.0,27416.0,102156.0
7259,7259,1010,2025-07-08,2025-07-23,15,28526.0,5970.0,34496.0
7260,7260,1065,2025-07-07,2025-07-22,15,15100.0,4348.0,19448.0
7261,7261,1048,2025-07-07,2025-08-21,45,27119.0,6275.0,33394.0
7262,7262,1001,2025-07-09,2025-07-24,15,45108.0,12539.0,57647.0
7263,7263,1113,2025-07-09,2025-08-08,30,59790.0,13544.0,73334.0
7264,7264,1006,2025-07-10,2025-08-09,30,122000.0,44263.0,166263.0
7265,7265,1117,2025-07-07,2025-08-06,30,24047.0,6063.0,30110.0
7266,7266,1084,2025-07-09,2025-07-24,15,46134.0,17031.0,63165.0
7267,7267,1094,2025-07-08,2025-08-07,30,27518.0,4914.0,32432.0
7268,7268,1111,2025-07-07,2025-07-22,15,25931.0,7475.0,33406.0
7269,7269,1095,2025-07-08,2025-08-22,45,39106.0,9557.0,48663.0
7270,7270,1013,2025-07-07,2025-08-21,45,17518.0,5494.0,23012.0
7271,7271,1057,2025-07-09,2025-08-23,45,113571.0,21582.0,135153.0
7272,7272,1085,2025-07-07,2025-07-22,15,13236.0,2929.0,16165.0
7273,7273,1026,2025-07-07,2025-07-22,15,20084.0,7270.0,27354.0
7274,7274,1049,2025-07-08,2025-08-07,30,26694.0,5775.0,32469.0
7275,7275,1024,2025-07-10,2025-08-09,30,52412.0,19535.0,71947.0
7276,7276,1107,2025-07-10,2025-07-25,15,114340.0,23611.0,137951.0
7277,7277,1107,2025-07-07,2025-08-21,45,12793.0,4304.0,17097.0
7278,7278,1064,2025-07-08,2025-08-07,30,42118.0,10059.0,52177.0
7279,7279,1047,2025-07-07,2025-08-21,45,16281.0,5648.0,21929.0
7280,7280,1065,2025-07-08,2025-08-07,30,58420.0,14372.0,72792.0
7281,7281,1088,2025-07-08,2025-08-07,30,26502.0,9428.0,35930.0
7282,7282,1112,2025-07-07,2025-08-21,45,21939.0,2898.0,24837.0
7283,7283,1105,2025-07-09,2025-08-08,30,68298.0,23863.0,92161.0
7284,7284,1106,2025-07-07,2025-08-21,45,32312.0,12216.0,44528.0
7285,7285,1090,2025-07-10,2025-08-09,30,60188.0,12777.0,72965.0
7286,7286,1054,2025-07-09,2025-08-08,30,44217.0,15880.0,60097.0
7287,7287,1107,2025-07-09,2025-08-08,30,50748.0,14491.0,65239.0
7288,7288,1050,2025-07-07,2025-08-06,30,33250.0,6295.0,39545.0
7289,7289,1108,2025-07-07,2025-07-22,15,15254.0,4758.0,20012.0
7290,7290,1048,2025-07-07,2025-08-06,30,14084.0,5349.0,19433.0
7291,7291,1105,2025-07-08,2025-08-07,30,26122.0,9518.0,35640.0
7292,7292,1093,2025-07-08,2025-08-07,30,48994.0,8943.0,57937.0
7293,7293,1125,2025-07-08,2025-08-07,30,27892.0,7359.0,35251.0
7294,7294,1044,2025-07-08,2025-08-22,45,25814.0,9365.0,35179.0
7295,7295,1043,2025-07-07,2025-07-22,15,37796.0,8655.0,46451.0
7296,7296,1080,2025-07-10,2025-08-24,45,113672.0,15312.0,128984.0
7297,7297,1072,2025-07-08,2025-08-22,45,45350.0,12787.0,58137.0
7298,7298,1022,2025-07-11,2025-08-25,45,105895.0,35651.0,141546.0
7299,7299,1047,2025-07-07,2025-08-21,45,15759.0,5713.0,21472.0
7300,7300,1101,2025-07-08,2025-08-07,30,39656.0,12637.0,52293.0
7301,7301,1088,2025-07-08,2025-08-07,30,40794.0,5306.0,46100.0
